image_id,source,prompt,evaluation_seed,case_number
236023,coco-30k,A beautiful red haired woman holding a cup while wearing a sweater,91409,1802
151877,coco-30k,A large truck parked next to palm trees on a street.,27021,1803
472375,coco-30k,A small black and brown dog sitting next to a motorcycle.,40497,1804
195271,coco-30k,A woman standing in a kitchen holding a jug of milk.,80555,1805
176271,coco-30k,A glass bowl filled with oranges on top of a table.,48752,1806
502749,coco-30k,A kitchen with a center island with wooden stools.,98358,1807
465324,coco-30k,A herd of elephants grazing on a lush green field.,60018,1808
93140,coco-30k,A kitchen filled with hard wood flooring and appliances.,8331,1809
224724,coco-30k,There is a woman standing on a city street.,86140,1810
216014,coco-30k,"A small dog on TV behind the words "" What Did I Do Wrong?'.",64354,1811
38769,coco-30k,A cat perched on a car dashboard travelling on a street.,95458,1812
361750,coco-30k,"A fancy toilet, including a sink on the back and controls on the side.",71224,1813
73450,coco-30k,Airport workers loading luggage onto into an airplane's cargo hold.,15210,1814
104647,coco-30k,A group of bikers riding on the back of motorcycles.,86809,1815
504248,coco-30k,A bathroom with a tub next to a toilet and a sink.,73179,1816
564151,coco-30k,A bathroom with a large white sink and a door.,87062,1817
564816,coco-30k,A bathtub is in a bathroom with green tile.,22969,1818
553280,coco-30k,"A small bathroom with a toilet, sink and window.",95345,1819
84752,coco-30k,a jet on three pillars in front of a building,33247,1820
187647,coco-30k,Two brown teddy bears sitting on top of a wooden table.,97779,1821
227224,coco-30k,a person driving a motorcycle on a closed course,52179,1822
64152,coco-30k,A kitchen with a refrigerator freezer next to a sink.,36182,1823
550552,coco-30k,A large kitchen with an  island surrounded by stools.,17217,1824
403863,coco-30k,A blue and white tooth brush sitting on a sink.,81075,1825
180495,coco-30k,A stove top oven covered in pots and pans.,55491,1826
283438,coco-30k,A TV inside of a bathroom mirror next to a light.,88594,1827
469471,coco-30k,A bathroom with a white toilet sitting next to a sink.,40218,1828
467742,coco-30k,A woman carrying a red purse filled with hot dogs.,95055,1829
211189,coco-30k,A group of motorcycle riders racing down a track.,80851,1830
180411,coco-30k,A large Air Force jet taking off of a runway.,31789,1831
173584,coco-30k,Two fighter jets flying through a blue sky.,88964,1832
256094,coco-30k,A white toilet sitting in a bathroom next to a wall.,5825,1833
33243,coco-30k,A bathroom with a white bath tub and two sinks.,69445,1834
466005,coco-30k,A jetliner flying above in a light blue sky.,5504,1835
390348,coco-30k,A motorcycle parked on a walkway next to a dog.,3676,1836
156846,coco-30k,A group of people sitting around a long table,10445,1837
506220,coco-30k,A bathroom filled with a bath tub and his and her sinks.,50040,1838
511236,coco-30k,A white toilet sitting in front of a building under a window.,45817,1839
193271,coco-30k,A kitchen filled with black appliances and lots of counter top space.,97882,1840
38630,coco-30k,A white toilet sitting in a bathroom next to a wall.,12836,1841
405432,coco-30k,A white table topped with cakes and nuts.,58783,1842
313337,coco-30k,A paper bowl filled with cake and a muffin next to a banana.,48606,1843
347879,coco-30k,A brown cat laying in a white bathroom sink.,21113,1844
290269,coco-30k,A black and white dog chasing sheep in a field.,51761,1845
153083,coco-30k,Two motorcycles parked in a grassy area next to a tree.,43134,1846
347535,coco-30k,An old black and white photo of a city street with a large cathedral on the right hand side. ,92724,1847
62311,coco-30k,"A living area with a television, CD rack and various posters.",56188,1848
542509,coco-30k,A computer desk with various monitors and speakers.,87465,1849
145199,coco-30k,A kitchen area with a dining table and counter.,7785,1850
377595,coco-30k,A gigantic pastry held together by a bag and skewers,50248,1851
436392,coco-30k,A bathroom with a frame on wall and sink,72594,1852
56373,coco-30k,A grey and white cat sitting at foot of a doorway.,83181,1853
84870,coco-30k,A large passenger jet flying through a cloudy sky.,70831,1854
507274,coco-30k,A white bath tub in a bathroom under a mirror.,99092,1855
245274,coco-30k,A bathroom with a toilet and a bathtub with a safety rail.,85167,1856
172886,coco-30k,A bathroom with two sinks mounted on a wall.,50112,1857
293324,coco-30k,A group of large passenger jets parked in front of an airport.,89960,1858
97159,coco-30k,a compact kitchen with stainless-steel cabinets behind glass blocks,48746,1859
527102,coco-30k,A man sitting in a chair holding a yellow umbrella.,90924,1860
467705,coco-30k,A kitchen filled with bottles on it's counters and lots of counter space.,58669,1861
350639,coco-30k,A woman standing in a kitchen preparing food.,69142,1862
412764,coco-30k,A crowd of people standing around a field.,78197,1863
209682,coco-30k,A white toilet in a bathroom next to a white sink.,20078,1864
185201,coco-30k,A butcher cutting up the corpse of a dead animal.,77583,1865
8211,coco-30k,"Two men talking to each other on a street corner
",91655,1866
577857,coco-30k,A metal sink next to a white top oven ,4767,1867
459408,coco-30k,A bathroom under construction with a white tub next to a toilet.,19534,1868
382625,coco-30k,A group of people standing behind a blue table topped with sheet cakes.,60697,1869
190150,coco-30k,A motorcycle parked next to a black truck.,54634,1870
325768,coco-30k,A small kitten is lying on the seat of a large motorcycle.,55872,1871
539808,coco-30k,A humongous jumbo jet is on the airport runway.,75499,1872
64629,coco-30k,A large propeller airplane flying through a blue sky.,67724,1873
256505,coco-30k,A woman riding a bike while wearing really short shorts.,48727,1874
185546,coco-30k,A bathroom with a white toilet underneath a window.,79271,1875
182734,coco-30k,A person riding a motorcycle on a playground.,32778,1876
34873,coco-30k,A kitchen with a counter and a table with chairs.,2260,1877
370325,coco-30k,A large passenger jet flying through a blue sky.,99286,1878
409842,coco-30k,A shower door with a white towel hanging from it.,85216,1879
576080,coco-30k,A white toilet sitting up against a yellow wall.,61682,1880
479950,coco-30k,A group of  people sitting around a table on laptops.,70522,1881
492395,coco-30k,A group of motorcycle cops riding across a field.,50,1882
167477,coco-30k,A white toilet in a bathroom next to a white sink.,88717,1883
138488,coco-30k,A man riding a white scooter down a street with a woman on the back.,47566,1884
68381,coco-30k,A bike parked in front of a window on the side of a building.,84432,1885
504948,coco-30k,A blue motorcycle parked outside of a building.,38113,1886
229599,coco-30k,A crystal bowl filled with oranges on top of a table.,68054,1887
581394,coco-30k,Group of people standing outside of a green bus.,10354,1888
565031,coco-30k,A group of bikers parked in a parking lot under large lights.,82520,1889
31660,coco-30k,A bathroom with a small white toilet under a skylight.,92590,1890
263178,coco-30k,A clear glass bowl filled with fruit on a wooden table..,24545,1891
323418,coco-30k,A sky filled with airplanes flying underneath the clouds.,8460,1892
182715,coco-30k,A little girl cutting up food on a  cutting board.,15896,1893
233075,coco-30k,A group of knives mounted to a kitchen wall.,51251,1894
169972,coco-30k,a close up of a person riding a motorcycle ,3948,1895
560623,coco-30k,An airport filled with planes sitting on tarmacs.,75413,1896
74135,coco-30k,A man standing next to another man as they prepare food.,57848,1897
580294,coco-30k,Person cooking an eggs on a black pot on a stove. ,95381,1898
333140,coco-30k,A black cat sitting at a computer desk topped with a monitor.,20671,1899
129520,coco-30k,A couple of men riding horse drawn carriages.,91203,1900
490567,coco-30k,A bathroom with a white toilet next to a walk in shower.,90186,1901
492800,coco-30k,A diner with large pepsi signs on the front of it.,14762,1902
327663,coco-30k,A group of horse mounted police standing in front of a crowd.,3486,1903
507893,coco-30k,The bathroom is white and looks very clean.,79357,1904
573756,coco-30k,Two giraffe standing next to each other in a forest.,84572,1905
101762,coco-30k,A cat standing next to a bike parked against a wall.,71503,1906
374628,coco-30k,A kitchen with wood floors and lots of furniture.,47629,1907
139567,coco-30k,A tall church sitting next to a lush green field.,62735,1908
68520,coco-30k,Three buses pulled in front of a bus station loading passengers.,62337,1909
559159,coco-30k,A kitchen with a wooden floor and white cabinets.,76037,1910
53748,coco-30k,A tall giraffe studding next to a  parked truck.,30715,1911
564629,coco-30k,"A kitchen, with a sink, oven, fridge, and cabinets.",94338,1912
124979,coco-30k,A man laying on top of a wall next to a bike.,88320,1913
226984,coco-30k,A kitchen filled with appliances and wooden cabinets.,14402,1914
533721,coco-30k,A table topped with a bottle of alcohol and a plastic cup.,75389,1915
52017,coco-30k,A yellow and blue plant flying in a gray sky.,43143,1916
397375,coco-30k,A dog sitting in the passenger seat of a car.,78106,1917
182279,coco-30k,A couple of people standing in a field flying a giant kite.,65109,1918
9668,coco-30k,A kitchen filled with appliances and a wall mounted picture.,43205,1919
319456,coco-30k,A woman standing in front of a bathroom mirror next to a sink.,94117,1920
489339,coco-30k,A woman is wearing a wetsuit while holding a surfboard.,86590,1921
131919,coco-30k,A woman walking a bike next to a river with a boat in it.,18109,1922
262054,coco-30k,A large kitchen filled with white appliances with lots of counter space.,442,1923
257236,coco-30k,A man sitting on a bench on top of a pier.,75190,1924
540816,coco-30k,A large passenger jet flying through a blue sky.,76321,1925
258472,coco-30k,A group of people walking across a bridge over a river.,18413,1926
13769,coco-30k,A white toilet sitting in a bathroom next to a white wall.,71870,1927
208991,coco-30k,A couple of red motorcycles parked in front of a building.,53210,1928
416467,coco-30k,A kitchen filled with a metal stove top oven.,19689,1929
103306,coco-30k,A bathroom with a shower and a sink.,59339,1930
490225,coco-30k,A large jetliner sitting on top of an airport tarmac.,45120,1931
476299,coco-30k,A bathroom with a white toilet next to a sink.,4682,1932
241844,coco-30k,A kitchen with white cabinets has a sink and white refrigerator.,69367,1933
64510,coco-30k,A group of jets sitting on top of an airport tarmac.,84686,1934
462364,coco-30k,A white toilet with a box of tissues on it's tank.,67034,1935
414917,coco-30k,A large passenger jet sitting on an airport tarmac.,70361,1936
123136,coco-30k,A kitchen sink and part of a stove with a doorway leading into an adjacent room,4481,1937
268469,coco-30k,A red motorcycle parked next to a woman sitting down.,21279,1938
101647,coco-30k,A bathroom with a run down looking shower next to a sink.,81671,1939
180953,coco-30k,A large purple and red passenger jet flying through a blue sky..,17427,1940
340665,coco-30k,A woman holding an umbrella standing next to a black wall.,23204,1941
322922,coco-30k,A group of men on bikes hitching a ride on the back of a bus.,84036,1942
574138,coco-30k,A chef preparing food in a kitchen on a platter.,12607,1943
35498,coco-30k,A mouse sitting on the side of a computer monitor.,31119,1944
161347,coco-30k,A large passenger jet sitting on top of a tarmac.,70937,1945
465463,coco-30k,A woman preparing food inside of a kitchen.,81610,1946
205401,coco-30k,A plane floating on top of a lake surrounded by mountains.,43917,1947
166142,coco-30k,A white  and gray water fixture sitting on top of cardboard.,19916,1948
419974,coco-30k,a man standing next to a kitchen counter preparing food.,21992,1949
480591,coco-30k,A group of men and women playing a game on the Nintendo Wii.,22372,1950
360510,coco-30k,A cat laying on to of a car roof.,47079,1951
381519,coco-30k,A row of wooden park benches sitting next to a street.,6343,1952
459786,coco-30k,A bathroom filled with a row of sinks under mirrors.,43537,1953
